Product Name,Manufacturer,Manufacturer Website,Supplement Category,Serving Size,Effectiveness Rating,Number of Ingredients,Research Rating,Nutrition Label Transparency Score,Ranking within Supplement Category,Ranking within all Supplement Products,Updated Month Day,Updated Year,Manufacturer Social Media,Similarity Index,Number of Active Ingredients,Calories per Serving,Protein per Serving,Protein Percent of Calories,Protein Percent of Serving Size,Nutrition Label Fat Content Transparency Score,Fat (%),Carbohydrates (%),Protein (%),Macros details
Rebuild,Svelte,https://www.sveltelifestyle.com,Protein Supplements,32g,2.4 out of 3,,80 ,43%,235 out of 446 (middle third within category),364 out of 4597 (top third of all products),October 03,2020,https://instagram.com/svelte.lifestyle,,2,120,29.00g,97%,91%,33%,19,13,97,"Rebuild contains 120 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  116 calories (29.00g)."
Re-Kaged,Kaged Muscle,https://www.kagedmuscle.com/,Protein Supplements,41.7g,2.4 out of 3,,80 ,86%,236 out of 446 (middle third within category),1356 out of 4597 (top third of all products),May 04,2022,https://instagram.com/kagedmusclesupps,,1,140,28.00g,80%,67%,33%,6,9,80,"Re-Kaged contains 140 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  112 calories (28.00g)."
Raw Protein,Raw Nutrition,https://getrawnutrition.com,Protein Supplements,41g,2.4 out of 3,,80 ,67%,237 out of 446 (middle third within category),366 out of 4597 (top third of all products),September 15,2020,https://instagram.com/getrawnutrition,,1,120,25.00g,83%,61%,100%,4,3,83,"Raw Protein contains 120 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  4 calories (1.00g), and protein accounts for  100 calories (25.00g)."
Pure Whey,ETB Labs,https://www.etblabs.ca,Protein Supplements,32g,2.4 out of 3,,80 ,43%,238 out of 446 (middle third within category),367 out of 4597 (top third of all products),December 23,2021,https://instagram.com/etblabs,,2,130,24.00g,74%,75%,33%,17,12,74,"Pure Whey contains 130 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
Protein Powder,Koda Nutrition,https://kodanutritionusa.com,Protein Supplements,30g,2.4 out of 3,,80 ,50%,239 out of 446 (middle third within category),369 out of 4597 (top third of all products),October 12,2020,https://instagram.com/kodanutritionusa,,1,113,25.00g,89%,83%,33%,1,7,89,"Protein Powder contains 113 calories per serving. Of that, fat accounts for 1.08 calories (0.120g), carbohydrates account for  7.44 calories (1.86g), and protein accounts for  100 calories (25.00g)."
Protegen,Morphogen Nutrition,https://www.morphogennutrition.com,Protein Supplements,30g,2.4 out of 3,,80 ,50%,240 out of 446 (middle third within category),370 out of 4597 (top third of all products),August 29,2020,https://instagram.com/morphogen_nutrition,,1,100,20.00g,80%,67%,33%,9,12,80,"Protegen contains 100 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  80 calories (20.00g)."
Premium Gold 100% Whey Protein,MuscleTech,https://www.muscletech.com/,Protein Supplements,34g,2.4 out of 3,,80 ,40%,241 out of 446 (middle third within category),371 out of 4597 (top third of all products),September 05,2020,https://instagram.com/muscletech,,3,130,24.00g,74%,71%,33%,14,12,74,"Premium Gold 100 Percent Whey Protein contains 130 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
pHierce PRO,pHierce,https://www.livephierce.com,Protein Supplements,35.3g,2.4 out of 3,,80 ,80%,242 out of 446 (middle third within category),372 out of 4597 (top third of all products),October 11,2020,https://instagram.com/livephierce,,1,130,25.00g,77%,71%,0%,3,18,77,"pHierce PRO contains 130 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  24 calories (6.00g), and protein accounts for  100 calories (25.00g)."
Pharma Whey,PhD Nutrition,https://www.phd.com,Protein Supplements,25g,2.4 out of 3,,80 ,57%,243 out of 446 (middle third within category),373 out of 4597 (top third of all products),March 27,2021,https://instagram.com/phdnutrition,,3,104,20.00g,77%,80%,33%,16,7,77,"Pharma Whey contains 104 calories per serving. Of that, fat accounts for 17.1 calories (1.900g), carbohydrates account for  7.6 calories (1.90g), and protein accounts for  80 calories (20.00g)."
Persist,Undefined Nutrition,https://undefinednutrition.com,Protein Supplements,32.57g,2.4 out of 3,,80 ,18%,244 out of 446 (middle third within category),374 out of 4597 (top third of all products),November 28,2020,https://instagram.com/undfnutrition,,1,120,26.00g,87%,80%,0%,4,7,87,"Persist contains 120 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  104 calories (26.00g)."
Patriot Whey,Merica Labz,https://www.mericalabz.com,Protein Supplements,37.2g,2.4 out of 3,,80 ,75%,245 out of 446 (middle third within category),375 out of 4597 (top third of all products),October 12,2020,https://instagram.com/mericalabz,,1,143,25.00g,70%,67%,100%,19,14,70,"Patriot Whey contains 143 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  20 calories (5.00g), and protein accounts for  100 calories (25.00g)."
Oracle Whey Protein,Body Spartan,https://bodyspartan.com,Protein Supplements,30g,2.4 out of 3,,80 ,50%,246 out of 446 (middle third within category),376 out of 4597 (top third of all products),September 07,2020,https://instagram.com/bodyspartan,,1,112,25.00g,89%,83%,33%,8,11,89,"Oracle Whey Protein contains 112 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  100 calories (25.00g)."
Norse Whey,Viking Supps,https://vikingsupps.com,Protein Supplements,32g,2.4 out of 3,,80 ,43%,247 out of 446 (middle third within category),377 out of 4597 (top third of all products),September 15,2020,https://instagram.com/vikingsupps,,2,130,25.00g,77%,78%,33%,14,9,77,"Norse Whey contains 130 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  100 calories (25.00g)."
Nitro Tech Ripped,MuscleTech,https://www.muscletech.com/,Protein Supplements,43g,2.4 out of 3,,80 ,83%,248 out of 446 (middle third within category),378 out of 4597 (top third of all products),September 05,2020,https://instagram.com/muscletech,,2,160,30.00g,75%,70%,33%,17,10,75,"Nitro Tech Ripped contains 160 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  120 calories (30.00g)."
Nitro Tech 100% Whey Gold,MuscleTech,https://www.muscletech.com/,Protein Supplements,33g,2.4 out of 3,,80 ,25%,249 out of 446 (middle third within category),379 out of 4597 (top third of all products),September 05,2020,https://instagram.com/muscletech,,3,130,24.00g,74%,73%,33%,17,6,74,"Nitro Tech 100 Percent Whey Gold contains 130 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  96 calories (24.00g)."
Nitra Whey,GAT Sport,https://gatsport.com/,Protein Supplements,34.7g,2.4 out of 3,,80 ,75%,250 out of 446 (middle third within category),380 out of 4597 (top third of all products),August 29,2020,https://instagram.com/gatsupplements,,2,130,25.00g,77%,72%,0%,7,3,77,"Nitra Whey contains 130 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  100 calories (25.00g)."
Natural Whey,Bodylogix,https://www.bodylogix.com,Protein Supplements,32g,2.4 out of 3,,80 ,40%,251 out of 446 (middle third within category),381 out of 4597 (top third of all products),December 30,2020,https://instagram.com/bodylogix,,3,130,24.00g,74%,75%,33%,17,9,74,"Natural Whey contains 130 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  12 calories (3.00g), and protein accounts for  96 calories (24.00g)."
Native Pro 100,RIVALUS,https://www.rivalus.net,Protein Supplements,36.5g,2.4 out of 3,,80 ,75%,252 out of 446 (middle third within category),382 out of 4597 (top third of all products),September 07,2020,https://instagram.com/rivalus,,1,140,30.00g,86%,82%,0%,3,6,86,"Native Pro 100 contains 140 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  120 calories (30.00g)."
Mother of all Proteins,Combat Nutra,https://combatnutra.net,Protein Supplements,32g,2.4 out of 3,,80 ,43%,253 out of 446 (middle third within category),383 out of 4597 (top third of all products),February 27,2021,https://instagram.com/combatnutra,,2,120,24.00g,80%,75%,33%,19,13,80,"Mother of all Proteins contains 120 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
Modern ISO,Modern Sports Nutrition,https://modernsportsnutrition.com/,Protein Supplements,24.5g,2.4 out of 3,,80 ,50%,254 out of 446 (middle third within category),384 out of 4597 (top third of all products),April 04,2021,https://instagram.com/modernsportsnutrition,,1,90,20.00g,89%,82%,0%,5,9,89,"Modern ISO contains 90 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  80 calories (20.00g)."
Lean Whey Revoluation,Muscle Sport,https://musclesport.com,Protein Supplements,34g,2.4 out of 3,,80 ,40%,255 out of 446 (middle third within category),385 out of 4597 (top third of all products),October 19,2020,https://instagram.com/musclesportusa,,2,120,25.00g,83%,74%,33%,8,13,83,"Lean Whey Revoluation contains 120 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  100 calories (25.00g)."
LA Whey Gold,LA Muscle,https://lamuscle.com,Protein Supplements,70g,2.4 out of 3,,80 ,80%,256 out of 446 (middle third within category),386 out of 4597 (top third of all products),January 05,2021,https://instagram.com/lamuscle_usa,,1,256,49.60g,78%,71%,33%,18,11,78,"LA Whey Gold contains 256 calories per serving. Of that, fat accounts for 46.98 calories (5.220g), carbohydrates account for  27.92 calories (6.98g), and protein accounts for  198.4 calories (49.60g)."
ISOWHEY,Alliance Labz,https://alliancelabz.com/,Protein Supplements,30g,2.4 out of 3,,80 ,57%,257 out of 446 (middle third within category),387 out of 4597 (top third of all products),October 24,2020,https://instagram.com/alliance_labz,,1,115,27.00g,94%,90%,0%,8,3,94,"ISOWHEY contains 115 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  108 calories (27.00g)."
ISOLIT,Primeval Labs,https://primevallabs.com/,Protein Supplements,33g,2.4 out of 3,,80 ,40%,258 out of 446 (middle third within category),388 out of 4597 (top third of all products),September 05,2020,https://instagram.com/primevallabs,,1,135,25.00g,74%,76%,33%,20,6,74,"ISOLIT contains 135 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  100 calories (25.00g)."
ISO-XP,Applied Nutrition,https://www.appliednutrition.uk/,Protein Supplements,25g,2.4 out of 3,,80 ,50%,259 out of 446 (middle third within category),389 out of 4597 (top third of all products),January 02,2021,https://instagram.com/appliednutrition.uk,,1,89,24.00g,108%,96%,33%,2,0,108,"ISO-XP contains 89 calories per serving. Of that, fat accounts for 1.8 calories (0.200g), carbohydrates account for  0.36 calories (0.09g), and protein accounts for  96 calories (24.00g)."
ISO-P3,Pro Supps,https://www.prosupps.com,Protein Supplements,33g,2.4 out of 3,,53.33 ,50%,260 out of 446 (middle third within category),390 out of 4597 (top third of all products),September 05,2020,https://instagram.com/prosupps,,3,120,25.00g,83%,76%,100%,8,10,83,"ISO-P3 contains 120 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  100 calories (25.00g)."
Iso-Bridge,Metalab Supps,https://www.metalabsupps.com,Protein Supplements,31g,2.4 out of 3,,80 ,71%,261 out of 446 (middle third within category),391 out of 4597 (top third of all products),March 23,2021,https://instagram.com/metalabofficial,,2,115,26.30g,91%,85%,0%,2,3,91,"Iso-Bridge contains 115 calories per serving. Of that, fat accounts for 2.7 calories (0.300g), carbohydrates account for  3.2 calories (0.80g), and protein accounts for  105.2 calories (26.30g)."
ISO King,RAWR Sports Nutrition,https://rawrsn.com,Protein Supplements,30g,2.4 out of 3,,80 ,0%,262 out of 446 (middle third within category),392 out of 4597 (top third of all products),December 26,2021,https://instagram.com/rawrsportsnutrition,,1,110.7,25.60g,93%,85%,33%,2,7,93,"ISO King contains 110.7 calories per serving. Of that, fat accounts for 1.71 calories (0.190g), carbohydrates account for  7.6 calories (1.90g), and protein accounts for  102.4 calories (25.60g)."
ISO HD,BPI Sports,https://bpisports.com/,Protein Supplements,36g,2.4 out of 3,,53.33 ,57%,263 out of 446 (middle third within category),393 out of 4597 (top third of all products),December 17,2020,https://instagram.com/bpi_sports,,3,130,25.00g,77%,69%,100%,10,12,77,"ISO HD contains 130 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  100 calories (25.00g)."
ISO,Phase One Nutrition,https://www.p1supps.com,Protein Supplements,26.3g,2.4 out of 3,,80 ,33%,264 out of 446 (middle third within category),394 out of 4597 (top third of all products),February 28,2021,https://instagram.com/phaseonenutrition,,1,90,20.00g,89%,76%,0%,0,0,89,"ISO contains 90 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  0 calories (g), and protein accounts for  80 calories (20.00g)."
Impact Protein Blend,Myprotein,https://www.myprotein.com,Protein Supplements,30g,2.4 out of 3,,80 ,0%,265 out of 446 (middle third within category),395 out of 4597 (top third of all products),August 29,2020,https://instagram.com/myproteinus,,2,130,21.00g,65%,70%,100%,14,9,65,"Impact Protein Blend contains 130 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  84 calories (21.00g)."
Ideal Whey Protein,Mad Chemist Supplements,,Protein Supplements,47.7g,2.4 out of 3,,80 ,86%,266 out of 446 (middle third within category),396 out of 4597 (top third of all products),February 28,2021,https://instagram.com/madchemistsupplements,,1,151,30.50g,81%,64%,100%,6,13,81,"Ideal Whey Protein contains 151 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  20 calories (5.00g), and protein accounts for  122 calories (30.50g)."
Hydropure,Nutrabolics,https://www.nutrabolics.com,Protein Supplements,36g,2.4 out of 3,,80 ,75%,267 out of 446 (middle third within category),398 out of 4597 (top third of all products),December 25,2020,https://instagram.com/nutrabolics,,1,130,28.00g,86%,78%,33%,7,6,86,"Hydropure contains 130 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  112 calories (28.00g)."
Hydrolyzed Whey Protein,Black Label Supplements,https://blacklabelsupplements.com,Protein Supplements,36g,2.4 out of 3,,80 ,67%,268 out of 446 (middle third within category),399 out of 4597 (top third of all products),January 01,2021,https://instagram.com/blacklabelsupps,,1,125,24.00g,77%,67%,33%,11,13,77,"Hydrolyzed Whey Protein contains 125 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
Hydrolyzed Whey,High Seas Nutrition,https://highseassupplements.com/,Protein Supplements,32.3g,2.4 out of 3,,80 ,75%,269 out of 446 (middle third within category),400 out of 4597 (top third of all products),March 14,2021,https://instagram.com/highseassupps,,1,94.5,21.50g,91%,67%,100%,10,4,91,"Hydrolyzed Whey contains 94.5 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  86 calories (21.50g)."
Gold Standard Fit 40,Optimum Nutrition,https://www.optimumnutrition.com/,Protein Supplements,41g,2.4 out of 3,,80 ,50%,270 out of 446 (middle third within category),401 out of 4597 (top third of all products),August 29,2020,https://instagram.com/optimumnutrition,,3,150,30.00g,80%,73%,33%,12,11,80,"Gold Standard Fit 40 contains 150 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  120 calories (30.00g)."
Gold Standard 100% Whey,Optimum Nutrition,https://www.optimumnutrition.com/,Protein Supplements,31g,2.4 out of 3,,80 ,40%,271 out of 446 (middle third within category),402 out of 4597 (top third of all products),August 29,2020,https://instagram.com/optimumnutrition,,3,120,24.00g,80%,77%,33%,8,10,80,"Gold Standard 100 Percent Whey contains 120 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  96 calories (24.00g)."
Gold Standard 100% Isolate,Optimum Nutrition,https://www.optimumnutrition.com/,Protein Supplements,31g,2.4 out of 3,,80 ,60%,272 out of 446 (middle third within category),403 out of 4597 (top third of all products),August 29,2020,https://instagram.com/optimumnutrition,,2,110,25.00g,91%,81%,0%,4,4,91,"Gold Standard 100 Percent Isolate contains 110 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  4 calories (1.00g), and protein accounts for  100 calories (25.00g)."
Gold Core Line Whey 100,Trec Nutrition,https://trecnutrition.com,Protein Supplements,30g,2.4 out of 3,,80 ,0%,273 out of 446 (middle third within category),404 out of 4597 (top third of all products),April 17,2022,https://instagram.com/trecnutrition,,3,108,22.65g,84%,76%,33%,9,7,84,"Gold Core Line Whey 100 contains 108 calories per serving. Of that, fat accounts for 9.45 calories (1.050g), carbohydrates account for  7.92 calories (1.98g), and protein accounts for  90.6 calories (22.65g)."
Ghost Whey,Ghost,https://www.ghostlifestyle.com/,Protein Supplements,41.5g,2.4 out of 3,,80 ,100%,274 out of 446 (middle third within category),405 out of 4597 (top third of all products),January 17,2021,https://instagram.com/ghostlifestyle,,3,160,26.00g,65%,63%,100%,14,20,65,"Ghost Whey contains 160 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  32 calories (8.00g), and protein accounts for  104 calories (26.00g)."
Fusion Pro,Dedicated Nutrition,https://www.dedicatednutrition.com/,Protein Supplements,32g,2.4 out of 3,,40 ,50%,275 out of 446 (middle third within category),406 out of 4597 (top third of all products),April 02,2021,https://instagram.com/dedicatednutrition,,2,120,22.20g,74%,69%,100%,14,11,74,"Fusion Pro contains 120 calories per serving. Of that, fat accounts for 16.2 calories (1.800g), carbohydrates account for  13.2 calories (3.30g), and protein accounts for  88.8 calories (22.20g)."
Essential Whey Protein Blend,Kombat Ape,https://kombatape.ca,Protein Supplements,32g,2.4 out of 3,,80 ,43%,276 out of 446 (middle third within category),407 out of 4597 (top third of all products),March 01,2021,https://instagram.com/kombatape,,2,120,24.00g,80%,75%,33%,15,13,80,"Essential Whey Protein Blend contains 120 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
Elite Whey Protein,Yava Labs,https://yava-labs.com,Protein Supplements,30g,2.4 out of 3,,80 ,0%,277 out of 446 (middle third within category),408 out of 4597 (top third of all products),December 24,2021,https://instagram.com/yavalabs,,1,112,22.00g,79%,73%,33%,14,7,79,"Elite Whey Protein contains 112 calories per serving. Of that, fat accounts for 15.3 calories (1.700g), carbohydrates account for  7.6 calories (1.90g), and protein accounts for  88 calories (22.00g)."
Diet Whey,Applied Nutrition,https://www.appliednutrition.uk/,Protein Supplements,25g,2.4 out of 3,,80 ,60%,278 out of 446 (middle third within category),409 out of 4597 (top third of all products),January 02,2021,https://instagram.com/appliednutrition.uk,,2,82,20.00g,98%,80%,33%,20,5,98,"Diet Whey contains 82 calories per serving. Of that, fat accounts for 16.56 calories (1.840g), carbohydrates account for  3.8 calories (0.95g), and protein accounts for  80 calories (20.00g)."
Diamond Pro,Klass Nutrition,https://klassnutrition.com,Protein Supplements,32g,2.4 out of 3,,80 ,67%,279 out of 446 (middle third within category),410 out of 4597 (top third of all products),November 06,2020,https://instagram.com/klassnutrition,,2,130,25.00g,77%,78%,33%,17,9,77,"Diamond Pro contains 130 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  12 calories (3.00g), and protein accounts for  100 calories (25.00g)."
Cravings,Klout Pwr,https://www.kloutpwr.com,Protein Supplements,34g,2.4 out of 3,,80 ,75%,280 out of 446 (middle third within category),411 out of 4597 (top third of all products),May 09,2022,https://instagram.com/klout_pwr,,1,110,26.00g,95%,76%,33%,4,9,95,"Cravings contains 110 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  10 calories (2.50g), and protein accounts for  104 calories (26.00g)."
Commissary,Condemned Labz,https://condemnedlabz.com/,Protein Supplements,36g,2.4 out of 3,,80 ,80%,281 out of 446 (middle third within category),412 out of 4597 (top third of all products),December 18,2020,https://instagram.com/condemnedlabz,,1,130,24.00g,74%,67%,33%,14,12,74,"Commissary contains 130 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
Brotein Isolate,Brotrition,https://www.brotrition.com,Protein Supplements,29g,2.4 out of 3,,80 ,75%,282 out of 446 (middle third within category),413 out of 4597 (top third of all products),December 25,2020,https://instagram.com/brotritionofficial,,1,100,25.00g,100%,86%,0%,5,4,100,"Brotein Isolate contains 100 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  4 calories (1.00g), and protein accounts for  100 calories (25.00g)."
Brotein Funfettis,Brotrition,https://www.brotrition.com,Protein Supplements,34g,2.4 out of 3,,80 ,75%,283 out of 446 (middle third within category),414 out of 4597 (top third of all products),December 25,2020,https://instagram.com/brotritionofficial,,1,120,24.00g,80%,71%,0%,11,15,80,"Brotein Funfettis contains 120 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  18 calories (4.50g), and protein accounts for  96 calories (24.00g)."
Bluelab 100% Whey Protein,Ultimate Sports Nutrition,https://usnfit.com/,Protein Supplements,34g,2.4 out of 3,,80 ,40%,284 out of 446 (middle third within category),415 out of 4597 (top third of all products),October 12,2020,https://instagram.com/usnfit,,3,130,25.00g,77%,74%,33%,10,15,77,"Bluelab 100 Percent Whey Protein contains 130 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  20 calories (5.00g), and protein accounts for  100 calories (25.00g)."
Alien Protein,Alien Supps,https://www.aliensupps.com,Protein Supplements,35g,2.4 out of 3,,80 ,0%,285 out of 446 (middle third within category),417 out of 4597 (top third of all products),December 24,2021,https://instagram.com/alien.supps,,1,133,28.10g,85%,80%,33%,8,7,85,"Alien Protein contains 133 calories per serving. Of that, fat accounts for 10.8 calories (1.200g), carbohydrates account for  9.2 calories (2.30g), and protein accounts for  112.4 calories (28.10g)."
Advanced Protein,ProXO,https://goproxo.com,Protein Supplements,35g,2.4 out of 3,,80 ,44%,286 out of 446 (middle third within category),418 out of 4597 (top third of all products),October 05,2020,https://instagram.com/go_proxo,,2,130,24.00g,74%,69%,33%,14,18,74,"Advanced Protein contains 130 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  24 calories (6.00g), and protein accounts for  96 calories (24.00g)."
100% Whey Protein Isolate,Like A Pro Supplements,https://likeaprosupplements.com/,Protein Supplements,28.9g,2.4 out of 3,,80 ,75%,287 out of 446 (middle third within category),419 out of 4597 (top third of all products),December 29,2020,https://instagram.com/likeaprosupplements,,1,113,25.00g,89%,87%,33%,8,4,89,"100 Percent Whey Protein Isolate contains 113 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  100 calories (25.00g)."
100% Whey Protein,Unbreakable Performance,https://www.gnc.com/brands/unbreakable-performance/,Protein Supplements,36.5g,2.4 out of 3,,80 ,60%,288 out of 446 (middle third within category),420 out of 4597 (top third of all products),March 20,2021,https://instagram.com/unbreakableperformance,,2,140,25.00g,71%,68%,100%,10,17,71,"100 Percent Whey Protein contains 140 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  24 calories (6.00g), and protein accounts for  100 calories (25.00g)."
100% Whey Protein,Enhanced Performance Nutrition,https://ep-nutrition.com,Protein Supplements,32g,2.4 out of 3,,80 ,43%,289 out of 446 (middle third within category),421 out of 4597 (top third of all products),April 05,2021,https://instagram.com/epnsupplements,,2,120,24.00g,80%,75%,33%,19,13,80,"100 Percent Whey Protein contains 120 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
100% Whey Protean,iForce Nutrition,,Protein Supplements,34g,2.4 out of 3,,80 ,100%,290 out of 446 (middle third within category),422 out of 4597 (top third of all products),October 17,2020,https://instagram.com/iforcenutrition,,1,140,25.00g,71%,74%,33%,13,17,71,"100 Percent Whey Protean contains 140 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  24 calories (6.00g), and protein accounts for  100 calories (25.00g)."
100% Whey,Stacker2 Europe,https://www.stacker2europe.com,Protein Supplements,30.3g,2.4 out of 3,,80 ,0%,291 out of 446 (middle third within category),423 out of 4597 (top third of all products),January 19,2020,https://instagram.com/stacker2europe,,2,117,24.00g,82%,79%,33%,8,10,82,"100 Percent Whey contains 117 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  96 calories (24.00g)."
100% Whey,Uprise Nutrition,https://www.uprisenutrition.com,Protein Supplements,32g,2.4 out of 3,,80 ,43%,292 out of 446 (middle third within category),424 out of 4597 (top third of all products),September 07,2020,https://instagram.com/uprisenutrition,,2,130,25.00g,77%,78%,33%,14,9,77,"100 Percent Whey contains 130 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  100 calories (25.00g)."
100% Whey,Lif3 Nutritionals,https://lif3nutritionals.com,Protein Supplements,29g,2.4 out of 3,,80 ,60%,293 out of 446 (middle third within category),425 out of 4597 (top third of all products),March 13,2021,https://instagram.com/lif3_nutritionals,,1,110,25.00g,91%,86%,0%,4,4,91,"100 Percent Whey contains 110 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  4 calories (1.00g), and protein accounts for  100 calories (25.00g)."
100% Premium Whey Overdrive Protein,Overdrive Nutrition,https://overdrive-nutrition.com,Protein Supplements,30g,2.4 out of 3,,80 ,0%,294 out of 446 (middle third within category),426 out of 4597 (top third of all products),March 01,2021,https://instagram.com/overdrive.nutrition,,1,119,23.10g,78%,77%,33%,18,3,78,"100 Percent Premium Whey Overdrive Protein contains 119 calories per serving. Of that, fat accounts for 21.06 calories (2.340g), carbohydrates account for  3.6 calories (0.90g), and protein accounts for  92.4 calories (23.10g)."
100% Natural Whey,Stacker2 Europe,https://www.stacker2europe.com,Protein Supplements,30g,2.4 out of 3,,80 ,0%,295 out of 446 (middle third within category),427 out of 4597 (top third of all products),January 19,2020,https://instagram.com/stacker2europe,,2,116,23.00g,79%,77%,33%,15,4,79,"100 Percent Natural Whey contains 116 calories per serving. Of that, fat accounts for 17.1 calories (1.900g), carbohydrates account for  5.2 calories (1.30g), and protein accounts for  92 calories (23.00g)."
100% Bio-Active Whey,iSatori,https://www.isatori.com/,Protein Supplements,33g,2.4 out of 3,,80 ,43%,296 out of 446 (middle third within category),428 out of 4597 (top third of all products),December 23,2020,https://instagram.com/isatori_inc,,3,130,25.00g,77%,76%,33%,14,12,77,"100 Percent Bio-Active Whey contains 130 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  100 calories (25.00g)."
(Pro) Dominance,A and G Labs,https://aglabs.org,Protein Supplements,30g,2.4 out of 3,,80 ,60%,297 out of 446 (middle third within category),429 out of 4597 (top third of all products),March 26,2021,https://instagram.com/ag_labs,,1,110,26.00g,95%,87%,0%,4,4,95,"(Pro) Dominance contains 110 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  4 calories (1.00g), and protein accounts for  104 calories (26.00g)."
